"","Room","Date","Time","Logistic_occupancy","fit","lwr","upr"
"62","1","2015-11-12",14,"Mid_Low",26.8008361604504,24.4168726468384,29.1847996740624
"63","1","2015-11-12",15,"Mid_Low",49.2861439777666,45.3114334790977,53.2608544764354
"64","1","2015-11-12",16,"Mid_Low",42.4559778618782,39.2052514569688,45.7067042667876
"65","1","2015-11-13",9,"Low",10.9644338647146,7.67652798067797,14.2523397487513
"66","1","2015-11-13",10,"Low",12.5964320127457,9.4637019023628,15.7291621231285
"67","1","2015-11-13",11,"Mid_Low",15.0361604441755,12.116384531601,17.95593635675
"68","1","2015-11-13",12,"Mid_Low",17.250673131177,14.500540159648,20.000806102706
"69","1","2015-11-13",13,"Mid_Low",15.5581822517923,12.680593188796,18.4357713147886
"70","1","2015-11-13",14,"Mid_Low",18.882671279208,16.2404928149949,21.5248497434212
"71","1","2015-11-13",15,"Mid_Low",17.0088472722643,14.2414230575843,19.7762714869444
"72","1","2015-11-13",16,"Low",12.0524326300687,8.86901326021002,15.2358519999273
"73","2","2015-11-03",9,"Low",7.94219089431428,4.34506065442483,11.5393211342037
"74","2","2015-11-03",10,"Low",11.4094978929955,8.16481738794201,14.6541783980489
"75","2","2015-11-03",11,"High",43.8516626780743,40.4629996698418,47.2403256863068
"76","2","2015-11-03",12,"Mid_Low",20.0915104407674,17.5187209655675,22.6642999159672
"77","2","2015-11-03",13,"Low",14.7724295434537,11.8308593314818,17.7139997554255
"78","2","2015-11-03",14,"Mid_Low",28.8174781386596,26.4180634250981,31.2168928522211
"79","2","2015-11-03",15,"Mid_Low",21.4982203111191,18.9937389230283,24.0027016992098
"80","2","2015-11-03",16,"Low",13.0195184659663,9.92545029370698,16.1135866382257
"81","2","2015-11-04",9,"Low",7.58503716627408,3.9497506377704,11.2203236947777
"82","2","2015-11-04",10,"Low",16.344007493382,13.5274317982808,19.1605831884832
"83","2","2015-11-04",11,"Mid_Low",18.9266264293283,16.2871348870033,21.5661179716534
"84","2","2015-11-04",12,"High",64.0291075143215,58.2403064499998,69.8179085786433
"85","2","2015-11-04",13,"High",70.985699086744,64.2838294409958,77.6875687324923
"86","2","2015-11-04",14,"Mid_Low",22.5697540284907,20.107671211505,25.0318368454765
"87","2","2015-11-04",15,"Low",15.9593636632039,13.1133071061277,18.80542022028
"88","2","2015-11-04",16,"Low",11.4754306181759,8.23709766749832,14.7137635688535
"89","2","2015-11-05",9,"Mid_Low",17.432006258736,14.6946278398293,20.1693846776428
"90","2","2015-11-05",10,"Mid_Low",29.2131470229933,26.8067056497372,31.6195883962495
"91","2","2015-11-05",11,"Mid_Low",20.1398901192001,17.5696778194062,22.710102418994
"92","2","2015-11-05",12,"Mid_Low",39.7359809484932,36.7345792462789,42.7373826507074
"93","2","2015-11-05",13,"Mid_Low",28.0701680533634,25.6804707264399,30.4598653802869
"94","2","2015-11-05",14,"Mid_Low",18.728755720536,16.0770741257063,21.3804373153656
"95","2","2015-11-05",15,"Low",11.992012431966,8.80289730295323,15.1811275609788
"96","2","2015-11-05",16,"Low",12.7777651403047,9.6616886381375,15.8938416424718
"97","2","2015-11-06",9,"Mid_Low",24.6853313610961,22.2807074153309,27.0899553068612
"98","2","2015-11-06",10,"Mid_Low",39.4337348914778,36.4582286688273,42.4092411141283
"99","2","2015-11-06",11,"Mid_Low",24.2621723746244,21.8489396917761,26.6754050574727
"100","2","2015-11-06",12,"Mid_Low",24.0204190489627,21.6016110282402,26.4392270696853
"101","2","2015-11-06",13,"Mid_Low",18.7617583497517,16.1121267501688,21.4113899493346
"102","2","2015-11-06",14,"High",43.7253097547912,40.3493817994535,47.1012377101289
"103","2","2015-11-06",15,"Mid_Low",40.4008207273755,37.3411076119985,43.4605338427525
"104","2","2015-11-06",16,"Low",16.6461810171463,13.8522336512501,19.4401283830426
"105","2","2015-11-09",9,"Mid_Low",26.3777497072297,23.9926682611738,28.7628311532857
"106","2","2015-11-09",10,"Mid_Low",32.1804097891178,29.6812805070598,34.6795390711758
"107","2","2015-11-09",11,"Mid_Low",32.5760786734515,30.0595059412872,35.0926514056159
"108","2","2015-11-09",12,"Mid_Low",40.5217336568318,37.4512222673893,43.5922450462744
"109","2","2015-11-09",13,"Mid_Low",26.3777497072297,23.9926682611738,28.7628311532857
"110","2","2015-11-09",14,"Mid_Low",30.6693245705431,28.2260323176172,33.1126168234691
"111","2","2015-11-09",15,"Mid_Low",25.7733301264501,23.3840274934292,28.162632759471
"112","2","2015-11-09",16,"Low",15.1350957985717,12.2234134395857,18.0467781575576
"113","2","2015-11-10",9,"Low",8.04663877578827,4.46060817911496,11.6326693724616
"114","2","2015-11-10",10,"Low",15.437341855587,12.5501018009101,18.3245819102639
"115","2","2015-11-10",11,"High",47.4728127021765,43.7010915314952,51.2445338728579
"116","2","2015-11-10",12,"Mid_Low",25.6524171969937,23.2619006842025,28.042933709785
"117","2","2015-11-10",13,"Low",13.1239663474403,10.0393369774671,16.2085957174135
"118","2","2015-11-10",14,"Mid_Low",23.8720885506195,21.4496249715635,26.2945521296754
"119","2","2015-11-10",15,"Mid_Low",17.613339386295,14.8885316089316,20.3381471636584
"120","2","2015-11-10",16,"Low",9.15110258912463,5.6807316802712,12.6214734979781
"121","2","2015-11-11",9,"Low",7.18944081519136,3.51153581239656,10.8673458179862
"122","2","2015-11-11",10,"Low",11.629346176848,8.40577386271414,14.8529184909818
"123","2","2015-11-11",11,"Mid_Low",19.3222227804111,16.7063667234032,21.9380788374189
"124","2","2015-11-11",12,"High",65.183039004856,59.2444502090432,71.1216278006688
"125","2","2015-11-11",13,"High",70.3328998275316,63.7176321281955,76.9481675268678
"126","2","2015-11-11",14,"Mid_Low",35.9279852697542,33.2209760460089,38.6349944934994
"127","2","2015-11-11",15,"Low",9.27201551858098,5.81410908818805,12.7299219489739
"128","2","2015-11-11",16,"Mid_Low",19.8497571151057,17.2638541858056,22.4356600444058
"129","2","2015-11-12",9,"Low",10.6841653827595,7.36870962409417,13.9996211414247
"130","2","2015-11-12",10,"Low",9.81601490125798,6.4136791828292,13.2183506196868
"131","2","2015-11-12",11,"Low",11.7501865730533,8.53814615800812,14.9622269880985
"132","2","2015-11-12",12,"High",53.4787834866837,49.0131001757497,57.9444667976177
"133","2","2015-11-12",13,"Mid_Low",24.2621723746244,21.8489396917761,26.6754050574727
"134","2","2015-11-12",14,"Mid_Low",20.0915104407674,17.5187209655675,22.6642999159672
"135","2","2015-11-12",15,"Low",15.4977620536897,12.6153562391638,18.3801678682155
"136","2","2015-11-12",16,"Low",15.074675600469,12.1580558609905,17.9912953399475
"137","2","2015-11-13",9,"Mid_Low",22.0257546458137,19.5432228726627,24.5082864189647
"138","2","2015-11-13",10,"Mid_Low",26.6414806079516,24.2572738776474,29.0256873382557
"139","2","2015-11-13",11,"Mid_Low",20.8388205260635,18.3040519566949,23.3735890954322
"140","2","2015-11-13",12,"Mid_Low",24.4435055021834,22.0341417880241,26.8528692163427
"141","2","2015-11-13",13,"Mid_Low",18.6408454202954,15.983670518909,21.2980203216817
"142","2","2015-11-13",14,"Mid_Low",38.6479821831392,35.7379091644048,41.5580552018735
"143","2","2015-11-13",15,"Mid_Low",32.9661624974565,30.4312893251719,35.501035669741
"144","2","2015-11-13",16,"Mid_Low",17.8550927119567,15.1467536550603,20.5634317688531
"145","3","2015-11-03",9,"Mid_High",NA,NA,NA
"146","3","2015-11-03",10,"Mid_High",76.3597601883336,68.9393049012676,83.7802154753996
"147","3","2015-11-03",11,"Mid_Low",47.0167236197401,43.2949935806731,50.7384536588072
"148","3","2015-11-03",12,"Mid_High",79.1456898268991,71.3493523774286,86.9420272763696
"149","3","2015-11-03",13,"Mid_Low",42.0933116067602,38.8773945612364,45.309228652284
"150","3","2015-11-03",14,"Mid_Low",59.6111797277251,54.3879840538073,64.8343754016428
"151","3","2015-11-03",15,"Mid_Low",47.9399268387685,44.1165451496197,51.7633085279173
"152","3","2015-11-03",16,"Low",10.1181884250223,6.74635061189597,13.4900262381486
"153","3","2015-11-04",9,"Mid_Low",27.4987511017995,25.1133201242826,29.8841820793164
"154","3","2015-11-04",10,"Low",11.2061871903763,7.94184176565547,14.4705326150971
"155","3","2015-11-04",11,"Mid_Low",49.3246591340601,45.3455685269279,53.3037497411923
"156","3","2015-11-04",12,"Mid_Low",50.2477898198375,46.1629285603404,54.3326510793345
"157","3","2015-11-04",13,"Low",16.344007493382,13.5274317982808,19.1605831884832
"158","3","2015-11-04",14,"Low",12.536011814643,9.39770537180548,15.6743182574805
"159","3","2015-11-04",15,"Low",7.18944081519136,3.51153581239656,10.8673458179862
"160","3","2015-11-04",16,"Low",6.46410830495535,2.70713301907209,10.2210835908386
"161","3","2015-11-05",9,"High",NA,NA,NA
"162","3","2015-11-05",10,"Mid_Low",30.8616102190067,28.4121867992707,33.3110336387427
"163","3","2015-11-05",11,"Mid_Low",51.9819873185607,47.6946294845786,56.2693451525429
"164","3","2015-11-05",12,"Mid_Low",38.2248231966675,35.3488096979813,41.1008366953537
"165","3","2015-11-05",13,"Mid_High",70.260366576508,63.6547110107543,76.8660221422618
"166","3","2015-11-05",14,"Mid_Low",49.7202554851428,45.6960211871109,53.7444897831747
"167","3","2015-11-05",15,"Low",6.24977254818061,2.46921081298422,10.030334283377
"168","3","2015-11-05",16,"Low",6.06843942062161,2.26784674821073,9.8690320930325
"169","3","2015-11-06",9,"Low",13.986676835115,10.9783419048348,16.9950117653953
"170","3","2015-11-06",10,"Mid_Low",48.8630575245459,44.9362818408351,52.7898332082567
"171","3","2015-11-06",11,"Mid_Low",28.0097478552608,25.6206317161264,30.3988639943951
"172","3","2015-11-06",12,"Low",9.63468177369898,6.21391622298225,13.0554473244157
"173","3","2015-11-06",13,"Mid_Low",41.7547989242331,38.5709638276855,44.9386340207806
"174","3","2015-11-06",14,"Mid_High",NA,NA,NA
"175","3","2015-11-06",15,"Low",14.530676217792,11.5688523164808,17.4925001191032
"176","3","2015-11-06",16,"Low",7.09601798787296,3.40799518829508,10.7840407874508
"177","3","2015-11-09",9,"Mid_Low",24.5974210608555,22.1911297558214,27.0037123658896
"178","3","2015-11-09",10,"Mid_Low",28.8559932949531,26.4559515395529,31.2560350503533
"179","3","2015-11-09",11,"Mid_Low",30.9275429441871,28.475950646945,33.3791352414293
"180","3","2015-11-09",12,"Mid_Low",50.3137225450179,46.2212505922519,54.4061944977839
"181","3","2015-11-09",13,"Low",11.0798342670932,7.80319869866449,14.3564698355219
"182","3","2015-11-09",14,"Mid_Low",36.2906515248722,33.5588528456103,39.022450204134
"183","3","2015-11-09",15,"Mid_Low",57.3252943217163,52.38885279246,62.2617358509726
"184","3","2015-11-09",16,"Low",15.437341855587,12.5501018009101,18.3245819102639
"185","3","2015-11-10",9,"Mid_Low",51.0390550552539,46.8623855656908,55.2157245448171
"186","3","2015-11-10",10,"Mid_High",86.1572616035975,77.4071231702858,94.9074000369092
"187","3","2015-11-10",11,"Mid_Low",45.0550618458069,41.5428234871211,48.5673002044927
"188","3","2015-11-10",12,"Mid_High",69.5020314370563,62.9967435844717,76.0073192896409
"189","3","2015-11-10",13,"Mid_Low",43.5879317773525,40.2257960503709,46.9500675043341
"190","3","2015-11-10",14,"Mid_Low",54.2700487221002,49.7089059709031,58.8311914732973
"191","3","2015-11-10",15,"Mid_Low",44.3901495336735,40.9466913252414,47.8336077421057
"192","3","2015-11-10",16,"Low",8.00268362566797,4.41198522213269,11.5933820292032
"193","3","2015-11-11",9,"Low",22.6851544308693,20.2271189021393,25.1431899595992
"194","3","2015-11-11",10,"Low",8.66752340455029,5.14690513992049,12.1881416691801
"195","3","2015-11-11",11,"Mid_Low",43.4560663269916,40.1071158130551,46.8050168409281
"196","3","2015-11-11",12,"Mid_Low",49.8301433604436,45.7933198550856,53.8669668658015
"197","3","2015-11-11",13,"Low",11.435899996368,8.19376306368131,14.6780369290548
"198","3","2015-11-11",14,"Low",14.89334247291,11.9618036547251,17.8248812910949
"199","3","2015-11-11",15,"Mid_Low",31.6364104064408,29.159380723326,34.1134400895556
"200","3","2015-11-11",16,"Low",10.178681156376,6.81291618820271,13.5444461245492
"201","3","2015-11-12",9,"Mid_Low",59.3473762937522,54.1575022966009,64.5372502909036
"202","3","2015-11-12",10,"Mid_Low",27.7679945295991,25.3808963472685,30.1550927119297
"203","3","2015-11-12",11,"Mid_Low",41.9119784792012,38.7132968855027,45.1106600728997
"204","3","2015-11-12",12,"Mid_Low",43.4560663269916,40.1071158130551,46.8050168409281
"205","3","2015-11-12",13,"Mid_Low",59.561712050527,54.3447690642686,64.7786550367853
"206","3","2015-11-12",14,"Mid_Low",39.4337348914778,36.4582286688273,42.4092411141283
"207","3","2015-11-12",15,"Low",6.91468486031396,3.20696665318823,10.6224030674397
"208","3","2015-11-12",16,"Mid_Low",43.1813103721142,39.8596613225785,46.5029594216499
"209","3","2015-11-13",9,"Low",10.8435209352583,7.54376026086169,14.1432816096549
"210","3","2015-11-13",10,"Mid_Low",45.4341931489072,41.882207890941,48.9861784068735
"211","3","2015-11-13",11,"Mid_Low",29.8725468080489,27.451538303902,32.2935553121957
"212","3","2015-11-13",12,"Low",10.8435209352583,7.54376026086169,14.1432816096549
"213","3","2015-11-13",13,"Mid_Low",24.1413319784191,21.7253718972516,26.5572920595865
"214","3","2015-11-13",14,"Mid_High",81.5030204851661,73.3871466607515,89.6188943095807
"215","3","2015-11-13",15,"Low",9.5741890423453,6.14725426033542,13.0011238243552
"216","3","2015-11-13",16,"Low",6.18935235007795,2.4021240077128,9.97658069244311
